Event ID,Crossed MODULE ID,Detector Type
1,40,cylinder
2,320,planar_right
2,34,cylinder
3,40,cylinder
4,35,cylinder
5,64,cylinder
6,129,planar_right
6,73,cylinder
6,351,planar_right
7,33,cylinder
8,57,cylinder
9,51,cylinder
10,65,cylinder
11,27,cylinder
12,42,cylinder
13,57,cylinder
14,73,cylinder
15,43,cylinder
16,72,cylinder
16,348,planar_right
17,48,cylinder
18,75,cylinder
19,34,cylinder
19,289,planar_right
21,18,cylinder
21,413,planar_left
22,64,cylinder
23,56,cylinder
24,56,cylinder
25,35,cylinder
26,577,planar_left
26,18,cylinder
26,383,planar_left
27,48,cylinder
28,26,cylinder
29,67,cylinder
30,41,cylinder
30,386,planar_left
31,27,cylinder
32,58,cylinder
33,59,cylinder
34,33,cylinder
35,42,cylinder
36,35,cylinder
37,51,cylinder
38,51,cylinder
39,17,cylinder
39,542,planar_left
40,58,cylinder
41,74,cylinder
42,35,cylinder
43,25,cylinder
44,24,cylinder
45,32,cylinder
46,51,cylinder
47,64,cylinder
48,25,cylinder
49,26,cylinder
50,50,cylinder
51,18,cylinder
51,399,planar_left
52,65,cylinder
52,401,planar_left
53,19,cylinder
53,364,planar_left
54,57,cylinder
55,40,cylinder
56,49,cylinder
57,48,cylinder
58,16,cylinder
58,589,planar_left
59,75,cylinder
59,124,planar_right
60,42,cylinder
61,25,cylinder
62,49,cylinder
63,65,cylinder
64,40,cylinder
65,65,cylinder
66,59,cylinder
67,67,cylinder
68,32,cylinder
69,50,cylinder
70,41,cylinder
70,384,planar_left
71,50,cylinder
72,58,cylinder
73,35,cylinder
73,595,planar_left
74,40,cylinder
75,33,cylinder
75,192,planar_right
76,33,cylinder
77,66,cylinder
78,369,planar_left
78,32,cylinder
79,320,planar_right
79,26,cylinder
80,49,cylinder
81,67,cylinder
82,24,cylinder
83,18,cylinder
83,383,planar_left
84,24,cylinder
85,41,cylinder
86,64,cylinder
87,48,cylinder
88,33,cylinder
89,17,cylinder
89,558,planar_left
90,26,cylinder
91,34,cylinder
92,48,cylinder
93,65,cylinder
94,35,cylinder
95,66,cylinder
96,67,cylinder
97,16,cylinder
97,588,planar_left
98,57,cylinder
99,65,cylinder
100,66,cylinder
101,17,cylinder
101,591,planar_left
102,59,cylinder
103,48,cylinder
104,25,cylinder
105,73,cylinder
106,17,cylinder
106,575,planar_left
107,51,cylinder
108,307,planar_right
108,67,cylinder
109,27,cylinder
110,24,cylinder
111,49,cylinder
112,74,cylinder
112,126,planar_right
113,32,cylinder
114,27,cylinder
115,17,cylinder
115,543,planar_left
116,19,cylinder
116,380,planar_left
117,43,cylinder
118,66,cylinder
119,16,cylinder
119,607,planar_left
120,50,cylinder
121,18,cylinder
122,27,cylinder
123,48,cylinder
124,57,cylinder
125,16,cylinder
125,98,planar_right
126,43,cylinder
127,67,cylinder
128,43,cylinder
129,66,cylinder
130,114,planar_right
130,56,cylinder
131,145,planar_right
131,25,cylinder
132,74,cylinder
133,48,cylinder
134,59,cylinder
135,67,cylinder
136,67,cylinder
137,33,cylinder
137,208,planar_right
138,74,cylinder
138,142,planar_right
139,57,cylinder
140,75,cylinder
140,107,planar_right
141,50,cylinder
142,58,cylinder
143,103,planar_right
143,56,cylinder
144,58,cylinder
145,26,cylinder
146,25,cylinder
147,59,cylinder
148,75,cylinder
149,18,cylinder
150,41,cylinder
151,64,cylinder
152,59,cylinder
153,17,cylinder
153,590,planar_left
154,26,cylinder
155,67,cylinder
156,49,cylinder
157,480,planar_left
157,26,cylinder
158,24,cylinder
159,35,cylinder
160,65,cylinder
160,208,planar_right
161,42,cylinder
162,19,cylinder
162,367,planar_left
163,322,planar_right
163,75,cylinder
163,110,planar_right
164,57,cylinder
165,25,cylinder
166,64,cylinder
167,65,cylinder
168,65,cylinder
169,41,cylinder
170,65,cylinder
171,26,cylinder
172,24,cylinder
173,42,cylinder
174,19,cylinder
174,360,planar_left
174,72,cylinder
175,75,cylinder
176,58,cylinder
177,56,cylinder
178,240,planar_right
178,50,cylinder
179,25,cylinder
180,57,cylinder
181,66,cylinder
182,56,cylinder
183,27,cylinder
184,368,planar_left
184,25,cylinder
185,34,cylinder
186,16,cylinder
187,112,planar_right
187,41,cylinder
188,18,cylinder
188,447,planar_left
189,18,cylinder
190,26,cylinder
191,40,cylinder
192,323,planar_right
192,19,cylinder
192,363,planar_left
193,66,cylinder
193,529,planar_left
194,73,cylinder
194,255,planar_right
195,66,cylinder
196,369,planar_left
196,48,cylinder
197,386,planar_left
197,16,cylinder
197,572,planar_left
198,18,cylinder
199,56,cylinder
200,48,cylinder
200,59,cylinder
201,27,cylinder
202,35,cylinder
203,67,cylinder
204,65,cylinder
205,58,cylinder
205,224,planar_right
206,49,cylinder
207,56,cylinder
208,74,cylinder
209,33,cylinder
210,58,cylinder
211,75,cylinder
211,108,planar_right
212,34,cylinder
213,64,cylinder
214,18,cylinder
214,479,planar_left
215,48,cylinder
216,26,cylinder
217,32,cylinder
218,40,cylinder
219,34,cylinder
220,50,cylinder
221,59,cylinder
222,64,cylinder
223,40,cylinder
224,50,cylinder
225,65,cylinder
226,75,cylinder
227,66,cylinder
228,32,cylinder
229,113,planar_right
229,64,cylinder
230,17,cylinder
231,64,cylinder
231,370,planar_left
232,56,cylinder
232,130,planar_right
233,24,cylinder
234,74,cylinder
234,141,planar_right
235,72,cylinder
235,344,planar_right
236,17,cylinder
236,558,planar_left
237,65,cylinder
238,26,cylinder
239,16,cylinder
240,19,cylinder
241,40,cylinder
242,49,cylinder
242,145,planar_right
243,34,cylinder
243,528,planar_left
244,65,cylinder
245,42,cylinder
246,35,cylinder
247,35,cylinder
248,67,cylinder
249,43,cylinder
250,56,cylinder
251,43,cylinder
252,16,cylinder
252,601,planar_left
253,74,cylinder
254,57,cylinder
255,57,cylinder
256,67,cylinder
257,19,cylinder
258,56,cylinder
258,115,planar_right
259,26,cylinder
260,72,cylinder
260,334,planar_right
261,16,cylinder
262,115,planar_right
262,72,cylinder
262,332,planar_right
263,26,cylinder
264,42,cylinder
265,65,cylinder
266,19,cylinder
266,380,planar_left
267,64,cylinder
267,355,planar_left
268,42,cylinder
269,115,planar_right
269,56,cylinder
270,27,cylinder
271,43,cylinder
272,43,cylinder
272,599,planar_left
273,25,cylinder
274,27,cylinder
275,17,cylinder
275,511,planar_left
276,73,cylinder
277,33,cylinder
278,67,cylinder
279,49,cylinder
280,40,cylinder
281,50,cylinder
282,57,cylinder
283,34,cylinder
284,48,cylinder
285,43,cylinder
286,384,planar_left
286,41,cylinder
287,72,cylinder
287,330,planar_right
288,48,cylinder
289,26,cylinder
291,17,cylinder
291,542,planar_left
292,305,planar_right
292,26,cylinder
293,57,cylinder
294,323,planar_right
294,59,cylinder
295,59,cylinder
296,41,cylinder
297,40,cylinder
298,73,cylinder
299,128,planar_right
299,33,cylinder
300,24,cylinder
301,35,cylinder
302,16,cylinder
303,19,cylinder
303,379,planar_left
304,51,cylinder
305,49,cylinder
306,17,cylinder
307,51,cylinder
308,64,cylinder
309,40,cylinder
310,16,cylinder
311,33,cylinder
312,49,cylinder
313,58,cylinder
314,19,cylinder
315,59,cylinder
316,56,cylinder
317,597,planar_left
317,35,cylinder
318,58,cylinder
319,24,cylinder
320,19,cylinder
320,365,planar_left
321,66,cylinder
322,35,cylinder
323,32,cylinder
324,33,cylinder
325,16,cylinder
325,589,planar_left
326,27,cylinder
327,25,cylinder
328,25,cylinder
329,26,cylinder
330,40,cylinder
331,56,cylinder
332,35,cylinder
333,26,cylinder
334,41,cylinder
334,416,planar_left
335,56,cylinder
336,50,cylinder
337,48,cylinder
338,145,planar_right
338,25,cylinder
339,67,cylinder
340,73,cylinder
340,302,planar_right
341,18,cylinder
341,383,planar_left
342,42,cylinder
343,43,cylinder
344,57,cylinder
345,48,cylinder
346,43,cylinder
347,24,cylinder
348,56,cylinder
349,65,cylinder
350,49,cylinder
351,26,cylinder
352,33,cylinder
353,72,cylinder
353,345,planar_right
354,35,cylinder
355,74,cylinder
355,159,planar_right
356,17,cylinder
356,591,planar_left
357,34,cylinder
358,74,cylinder
359,18,cylinder
360,72,cylinder
361,49,cylinder
361,128,planar_right
362,51,cylinder
363,43,cylinder
364,40,cylinder
365,18,cylinder
366,49,cylinder
367,41,cylinder
367,161,planar_right
368,26,cylinder
368,273,planar_right
369,42,cylinder
370,256,planar_right
370,26,cylinder
371,340,planar_right
371,51,cylinder
372,24,cylinder
373,56,cylinder
374,17,cylinder
374,573,planar_left
374,352,planar_left
375,49,cylinder
376,48,cylinder
376,102,planar_right
377,65,cylinder
378,59,cylinder
379,74,cylinder
379,175,planar_right
380,75,cylinder
380,325,planar_right
381,73,cylinder
382,27,cylinder
383,57,cylinder
384,59,cylinder
385,26,cylinder
386,50,cylinder
386,304,planar_right
387,19,cylinder
387,361,planar_left
388,43,cylinder
388,336,planar_right
389,18,cylinder
389,463,planar_left
390,49,cylinder
391,26,cylinder
391,273,planar_right
392,33,cylinder
393,74,cylinder
393,143,planar_right
394,48,cylinder
395,74,cylinder
396,42,cylinder
397,66,cylinder
398,57,cylinder
398,161,planar_right
399,27,cylinder
400,34,cylinder
401,40,cylinder
402,51,cylinder
403,75,cylinder
403,110,planar_right
403,307,planar_right
404,67,cylinder
405,48,cylinder
406,59,cylinder
407,65,cylinder
408,67,cylinder
409,592,planar_left
409,58,cylinder
410,25,cylinder
411,56,cylinder
412,99,planar_right
412,64,cylinder
413,35,cylinder
414,33,cylinder
415,65,cylinder
416,18,cylinder
417,16,cylinder
418,48,cylinder
419,66,cylinder
420,17,cylinder
421,65,cylinder
422,32,cylinder
423,25,cylinder
424,26,cylinder
425,17,cylinder
425,590,planar_left
426,561,planar_left
426,18,cylinder
426,383,planar_left
427,19,cylinder
427,361,planar_left
427,598,planar_left
428,49,cylinder
428,352,planar_left
429,33,cylinder
430,18,cylinder
430,413,planar_left
431,130,planar_right
431,73,cylinder
431,317,planar_right
432,33,cylinder
433,73,cylinder
434,41,cylinder
435,42,cylinder
436,57,cylinder
437,48,cylinder
438,256,planar_right
438,26,cylinder
439,33,cylinder
440,57,cylinder
441,17,cylinder
442,561,planar_left
442,50,cylinder
443,75,cylinder
443,126,planar_right
444,67,cylinder
445,50,cylinder
446,49,cylinder
447,19,cylinder
447,363,planar_left
448,560,planar_left
448,66,cylinder
449,59,cylinder
450,40,cylinder
451,42,cylinder
452,352,planar_left
452,32,cylinder
453,64,cylinder
454,32,cylinder
455,40,cylinder
456,34,cylinder
457,26,cylinder
458,72,cylinder
458,350,planar_right
459,50,cylinder
460,24,cylinder
461,75,cylinder
462,34,cylinder
463,27,cylinder
464,101,planar_right
464,40,cylinder
465,42,cylinder
466,74,cylinder
467,256,planar_right
467,50,cylinder
468,57,cylinder
468,464,planar_left
469,599,planar_left
469,75,cylinder
470,73,cylinder
471,17,cylinder
472,40,cylinder
473,74,cylinder
474,59,cylinder
475,66,cylinder
476,59,cylinder
477,56,cylinder
478,40,cylinder
479,34,cylinder
480,57,cylinder
481,75,cylinder
481,109,planar_right
482,43,cylinder
483,27,cylinder
484,34,cylinder
485,17,cylinder
486,48,cylinder
487,74,cylinder
487,175,planar_right
488,19,cylinder
489,24,cylinder
490,58,cylinder
491,41,cylinder
492,596,planar_left
492,35,cylinder
493,17,cylinder
493,511,planar_left
494,35,cylinder
495,56,cylinder
496,50,cylinder
497,65,cylinder
498,75,cylinder
498,123,planar_right
499,64,cylinder
500,43,cylinder
501,34,cylinder
502,65,cylinder
503,43,cylinder
504,18,cylinder
505,59,cylinder
506,73,cylinder
507,33,cylinder
508,51,cylinder
509,66,cylinder
510,56,cylinder
511,34,cylinder
511,562,planar_left
512,16,cylinder
512,605,planar_left
513,58,cylinder
514,35,cylinder
515,43,cylinder
515,594,planar_left
516,41,cylinder
517,32,cylinder
518,368,planar_left
518,65,cylinder
519,74,cylinder
520,16,cylinder
520,601,planar_left
521,40,cylinder
522,72,cylinder
522,334,planar_right
523,48,cylinder
524,42,cylinder
525,41,cylinder
527,64,cylinder
527,387,planar_left
528,41,cylinder
529,18,cylinder
530,66,cylinder
531,33,cylinder
532,73,cylinder
533,18,cylinder
534,33,cylinder
535,34,cylinder
536,64,cylinder
537,19,cylinder
538,72,cylinder
539,51,cylinder
540,34,cylinder
541,26,cylinder
542,48,cylinder
543,73,cylinder
543,303,planar_right
544,41,cylinder
545,18,cylinder
545,431,planar_left
546,288,planar_right
546,58,cylinder
547,25,cylinder
548,49,cylinder
549,40,cylinder
550,41,cylinder
551,18,cylinder
551,479,planar_left
552,58,cylinder
553,57,cylinder
554,57,cylinder
555,358,planar_left
555,48,cylinder
556,25,cylinder
557,67,cylinder
558,48,cylinder
559,34,cylinder
560,32,cylinder
561,66,cylinder
561,560,planar_left
562,51,cylinder
563,73,cylinder
563,334,planar_right
564,73,cylinder
565,66,cylinder
566,27,cylinder
567,24,cylinder
568,50,cylinder
569,50,cylinder
570,65,cylinder
571,16,cylinder
572,40,cylinder
573,75,cylinder
574,41,cylinder
575,58,cylinder
576,34,cylinder
577,66,cylinder
578,73,cylinder
579,67,cylinder
580,67,cylinder
581,74,cylinder
581,143,planar_right
582,25,cylinder
583,26,cylinder
584,34,cylinder
585,32,cylinder
586,26,cylinder
587,25,cylinder
588,42,cylinder
589,66,cylinder
590,18,cylinder
590,415,planar_left
590,545,planar_left
591,50,cylinder
592,35,cylinder
593,74,cylinder
593,142,planar_right
594,59,cylinder
595,72,cylinder
595,346,planar_right
596,65,cylinder
597,32,cylinder
598,41,cylinder
599,34,cylinder
600,59,cylinder
601,27,cylinder
602,27,cylinder
603,75,cylinder
603,106,planar_right
604,17,cylinder
604,574,planar_left
605,34,cylinder
605,496,planar_left
606,56,cylinder
607,72,cylinder
607,332,planar_right
608,50,cylinder
609,27,cylinder
610,42,cylinder
611,75,cylinder
612,64,cylinder
613,116,planar_right
613,32,cylinder
614,576,planar_left
614,58,cylinder
615,74,cylinder
616,57,cylinder
617,33,cylinder
618,34,cylinder
619,74,cylinder
619,223,planar_right
620,58,cylinder
621,67,cylinder
622,43,cylinder
623,34,cylinder
624,43,cylinder
625,18,cylinder
626,35,cylinder
626,579,planar_left
627,19,cylinder
628,56,cylinder
629,51,cylinder
630,19,cylinder
630,362,planar_left
631,49,cylinder
632,67,cylinder
633,72,cylinder
634,529,planar_left
634,18,cylinder
634,430,planar_left
635,50,cylinder
636,17,cylinder
636,574,planar_left
636,128,planar_right
637,41,cylinder
638,59,cylinder
639,32,cylinder
640,51,cylinder
641,34,cylinder
642,72,cylinder
642,345,planar_right
643,40,cylinder
644,27,cylinder
645,64,cylinder
646,34,cylinder
647,50,cylinder
648,323,planar_right
648,51,cylinder
649,42,cylinder
650,50,cylinder
651,48,cylinder
652,42,cylinder
653,42,cylinder
654,34,cylinder
655,26,cylinder
656,48,cylinder
657,35,cylinder
658,273,planar_right
658,66,cylinder
659,32,cylinder
660,18,cylinder
661,24,cylinder
662,51,cylinder
663,18,cylinder
664,40,cylinder
665,43,cylinder
666,33,cylinder
667,49,cylinder
668,75,cylinder
669,26,cylinder
670,34,cylinder
671,17,cylinder
672,58,cylinder
673,73,cylinder
673,239,planar_right
674,358,planar_left
674,16,cylinder
675,66,cylinder
676,73,cylinder
677,66,cylinder
678,35,cylinder
679,42,cylinder
679,273,planar_right
680,73,cylinder
680,255,planar_right
680,448,planar_left
681,67,cylinder
682,42,cylinder
683,16,cylinder
684,35,cylinder
685,34,cylinder
686,51,cylinder
687,32,cylinder
688,16,cylinder
689,59,cylinder
690,49,cylinder
691,24,cylinder
692,75,cylinder
693,50,cylinder
693,528,planar_left
694,19,cylinder
694,381,planar_left
695,74,cylinder
695,175,planar_right
696,26,cylinder
697,17,cylinder
698,25,cylinder
699,73,cylinder
699,271,planar_right
700,34,cylinder
701,72,cylinder
701,317,planar_right
702,58,cylinder
703,24,cylinder
704,58,cylinder
705,64,cylinder
706,19,cylinder
707,67,cylinder
708,48,cylinder
709,48,cylinder
710,65,cylinder
711,64,cylinder
712,74,cylinder
712,191,planar_right
713,64,cylinder
714,58,cylinder
715,25,cylinder
716,40,cylinder
717,41,cylinder
718,16,cylinder
718,605,planar_left
719,57,cylinder
720,65,cylinder
721,19,cylinder
722,75,cylinder
722,110,planar_right
723,208,planar_right
723,65,cylinder
724,59,cylinder
725,67,cylinder
726,19,cylinder
726,360,planar_left
727,34,cylinder
728,42,cylinder
729,58,cylinder
730,74,cylinder
731,64,cylinder
732,48,cylinder
733,19,cylinder
734,51,cylinder
735,56,cylinder
736,67,cylinder
737,49,cylinder
738,65,cylinder
738,386,planar_left
739,25,cylinder
740,34,cylinder
741,43,cylinder
742,26,cylinder
743,75,cylinder
743,107,planar_right
744,25,cylinder
745,74,cylinder
746,57,cylinder
747,66,cylinder
748,50,cylinder
749,56,cylinder
751,16,cylinder
751,604,planar_left
752,16,cylinder
753,17,cylinder
753,558,planar_left
753,384,planar_left
754,65,cylinder
754,351,planar_right
755,33,cylinder
756,58,cylinder
757,43,cylinder
758,58,cylinder
759,72,cylinder
759,345,planar_right
760,59,cylinder
761,19,cylinder
762,64,cylinder
763,58,cylinder
764,35,cylinder
765,58,cylinder
766,67,cylinder
767,25,cylinder
768,73,cylinder
768,319,planar_right
769,41,cylinder
770,41,cylinder
771,18,cylinder
772,26,cylinder
773,40,cylinder
774,43,cylinder
775,35,cylinder
776,19,cylinder
777,18,cylinder
777,240,planar_right
778,32,cylinder
779,41,cylinder
780,48,cylinder
781,67,cylinder
782,67,cylinder
783,16,cylinder
783,601,planar_left
784,48,cylinder
784,358,planar_left
785,34,cylinder
786,72,cylinder
786,100,planar_right
787,65,cylinder
788,42,cylinder
789,65,cylinder
790,33,cylinder
791,40,cylinder
792,19,cylinder
793,58,cylinder
794,48,cylinder
795,67,cylinder
796,74,cylinder
797,67,cylinder
798,368,planar_left
798,17,cylinder
798,574,planar_left
799,34,cylinder
799,561,planar_left
800,25,cylinder
801,48,cylinder
802,41,cylinder
803,49,cylinder
804,66,cylinder
805,27,cylinder
805,72,cylinder
806,57,cylinder
807,58,cylinder
808,67,cylinder
809,27,cylinder
810,34,cylinder
810,562,planar_left
811,33,cylinder
812,48,cylinder
813,34,cylinder
814,40,cylinder
815,57,cylinder
816,49,cylinder
817,48,cylinder
817,96,planar_right
818,48,cylinder
819,25,cylinder
820,27,cylinder
822,56,cylinder
823,35,cylinder
823,579,planar_left
824,57,cylinder
824,160,planar_right
825,50,cylinder
825,562,planar_left
826,59,cylinder
827,59,cylinder
828,65,cylinder
829,72,cylinder
830,40,cylinder
831,56,cylinder
832,25,cylinder
833,25,cylinder
834,57,cylinder
834,145,planar_right
835,72,cylinder
835,334,planar_right
835,96,planar_right
836,42,cylinder
837,19,cylinder
837,363,planar_left
838,41,cylinder
839,18,cylinder
839,447,planar_left
840,43,cylinder
841,48,cylinder
843,17,cylinder
844,33,cylinder
845,59,cylinder
846,66,cylinder
847,112,planar_right
847,65,cylinder
848,17,cylinder
849,33,cylinder
850,19,cylinder
851,51,cylinder
852,33,cylinder
853,50,cylinder
854,58,cylinder
855,33,cylinder
856,42,cylinder
857,48,cylinder
858,43,cylinder
859,42,cylinder
860,65,cylinder
861,48,cylinder
862,59,cylinder
863,40,cylinder
864,57,cylinder
865,17,cylinder
866,32,cylinder
867,65,cylinder
868,43,cylinder
869,50,cylinder
870,48,cylinder
871,48,cylinder
872,59,cylinder
873,34,cylinder
874,56,cylinder
875,66,cylinder
876,42,cylinder
877,35,cylinder
878,19,cylinder
879,18,cylinder
879,463,planar_left
879,480,planar_left
880,27,cylinder
881,18,cylinder
881,463,planar_left
882,48,cylinder
882,353,planar_left
883,34,cylinder
884,65,cylinder
885,593,planar_left
885,67,cylinder
886,59,cylinder
887,32,cylinder
888,67,cylinder
889,74,cylinder
890,131,planar_right
890,72,cylinder
890,317,planar_right
891,26,cylinder
892,67,cylinder
892,580,planar_left
893,64,cylinder
894,545,planar_left
894,26,cylinder
895,56,cylinder
896,16,cylinder
896,573,planar_left
897,24,cylinder
898,27,cylinder
899,58,cylinder
900,66,cylinder
901,26,cylinder
903,25,cylinder
904,41,cylinder
905,50,cylinder
906,580,planar_left
906,19,cylinder
906,363,planar_left
907,41,cylinder
908,26,cylinder
909,27,cylinder
909,337,planar_right
910,26,cylinder
911,51,cylinder
912,50,cylinder
913,19,cylinder
913,361,planar_left
914,32,cylinder
915,59,cylinder
916,65,cylinder
917,40,cylinder
918,354,planar_left
918,56,cylinder
919,56,cylinder
920,289,planar_right
920,42,cylinder
921,51,cylinder
922,56,cylinder
923,50,cylinder
924,18,cylinder
925,33,cylinder
926,51,cylinder
927,72,cylinder
928,51,cylinder
928,597,planar_left
929,65,cylinder
930,35,cylinder
931,74,cylinder
932,57,cylinder
933,18,cylinder
934,32,cylinder
935,67,cylinder
936,57,cylinder
937,66,cylinder
938,18,cylinder
939,256,planar_right
939,26,cylinder
940,34,cylinder
941,26,cylinder
942,24,cylinder
943,43,cylinder
944,17,cylinder
944,573,planar_left
945,35,cylinder
946,56,cylinder
947,41,cylinder
948,51,cylinder
948,598,planar_left
949,50,cylinder
950,40,cylinder
951,66,cylinder
952,25,cylinder
953,17,cylinder
953,543,planar_left
954,59,cylinder
954,48,cylinder
955,56,cylinder
956,27,cylinder
956,341,planar_right
957,74,cylinder
958,51,cylinder
959,41,cylinder
959,160,planar_right
960,49,cylinder
961,579,planar_left
961,35,cylinder
962,74,cylinder
963,64,cylinder
964,33,cylinder
965,40,cylinder
966,34,cylinder
967,240,planar_right
967,42,cylinder
968,51,cylinder
969,50,cylinder
970,42,cylinder
971,64,cylinder
972,72,cylinder
973,352,planar_left
973,25,cylinder
974,19,cylinder
974,362,planar_left
975,56,cylinder
977,57,cylinder
978,18,cylinder
978,479,planar_left
978,224,planar_right
979,27,cylinder
980,72,cylinder
980,334,planar_right
982,56,cylinder
983,24,cylinder
984,32,cylinder
985,48,cylinder
986,72,cylinder
986,348,planar_right
987,66,cylinder
988,40,cylinder
989,25,cylinder
990,49,cylinder
990,208,planar_right
991,66,cylinder
992,34,cylinder
993,75,cylinder
993,110,planar_right
994,58,cylinder
995,75,cylinder
995,107,planar_right
996,43,cylinder
997,19,cylinder
998,40,cylinder
999,561,planar_left
999,34,cylinder
1000,40,cylinder
1001,57,cylinder
1002,57,cylinder
1003,51,cylinder
1004,41,cylinder
1005,59,cylinder
1006,50,cylinder
1007,57,cylinder
1008,48,cylinder
1009,26,cylinder
1010,50,cylinder
1011,24,cylinder
1012,579,planar_left
1012,51,cylinder
1013,27,cylinder
1014,35,cylinder
1015,64,cylinder
1016,41,cylinder
1017,34,cylinder
1018,75,cylinder
1018,125,planar_right
1019,42,cylinder
1020,42,cylinder
1020,496,planar_left
1021,19,cylinder
1021,396,planar_left
1022,18,cylinder
1023,56,cylinder
1024,115,planar_right
1024,56,cylinder
1025,43,cylinder
1026,73,cylinder
1026,255,planar_right
1027,67,cylinder
1028,66,cylinder
1029,27,cylinder
1030,41,cylinder
1031,67,cylinder
1032,35,cylinder
1033,58,cylinder
1034,65,cylinder
1035,50,cylinder
1036,19,cylinder
1036,366,planar_left
1037,18,cylinder
1038,27,cylinder
1039,72,cylinder
1039,332,planar_right
1040,27,cylinder
1041,32,cylinder
1042,19,cylinder
1043,65,cylinder
1044,25,cylinder
1045,35,cylinder
1046,34,cylinder
1047,35,cylinder
1047,599,planar_left
1048,385,planar_left
1048,25,cylinder
1049,19,cylinder
1049,363,planar_left
1050,16,cylinder
1051,33,cylinder
1052,58,cylinder
1053,24,cylinder
1054,74,cylinder
1054,175,planar_right
1055,51,cylinder
1056,16,cylinder
1056,604,planar_left
1057,35,cylinder
1058,25,cylinder
1059,49,cylinder
1060,74,cylinder
1061,16,cylinder
1062,432,planar_left
1062,65,cylinder
1063,32,cylinder
1064,67,cylinder
1065,51,cylinder
1066,49,cylinder
1067,73,cylinder
1068,43,cylinder
1069,42,cylinder
1070,27,cylinder
1071,307,planar_right
1071,75,cylinder
1071,141,planar_right
1072,18,cylinder
1073,59,cylinder
1074,57,cylinder
1075,35,cylinder
1076,32,cylinder
1077,64,cylinder
1078,42,cylinder
1079,34,cylinder
1079,240,planar_right
1080,41,cylinder
1080,145,planar_right
1081,66,cylinder
1082,43,cylinder
1083,72,cylinder
1083,344,planar_right
1084,26,cylinder
1085,72,cylinder
1086,72,cylinder
1086,350,planar_right
1087,448,planar_left
1087,49,cylinder
1088,17,cylinder
1089,40,cylinder
1090,34,cylinder
1090,561,planar_left
1091,26,cylinder
1092,49,cylinder
1093,16,cylinder
1093,603,planar_left
1094,25,cylinder
1095,67,cylinder
1096,43,cylinder
1097,57,cylinder
1098,48,cylinder
1099,592,planar_left
1099,42,cylinder
1100,27,cylinder
1101,66,cylinder
1102,26,cylinder
1103,64,cylinder
1104,34,cylinder
1105,42,cylinder
1106,58,cylinder
1107,51,cylinder
1108,75,cylinder
1108,107,planar_right
1109,67,cylinder
1110,56,cylinder
1111,50,cylinder
1112,27,cylinder
1113,75,cylinder
1113,140,planar_right
1114,34,cylinder
1115,33,cylinder
1116,58,cylinder
1117,72,cylinder
1118,75,cylinder
1119,49,cylinder
1120,57,cylinder
1121,35,cylinder
1122,72,cylinder
1122,331,planar_right
1123,59,cylinder
1124,50,cylinder
1125,16,cylinder
1126,49,cylinder
1127,322,planar_right
1127,75,cylinder
1127,126,planar_right
1128,26,cylinder
1129,66,cylinder
1130,40,cylinder
1131,26,cylinder
1132,58,cylinder
1133,25,cylinder
1134,57,cylinder
1135,58,cylinder
1136,57,cylinder
1137,58,cylinder
1138,42,cylinder
1139,51,cylinder
1140,58,cylinder
1141,26,cylinder
1142,464,planar_left
1142,65,cylinder
1143,337,planar_right
1143,51,cylinder
1144,67,cylinder
1145,72,cylinder
1145,345,planar_right
1146,18,cylinder
1146,414,planar_left
1147,40,cylinder
1148,48,cylinder
1149,58,cylinder
1150,17,cylinder
1150,574,planar_left
1151,58,cylinder
1152,64,cylinder
1153,48,cylinder
1154,56,cylinder
1155,26,cylinder
1156,67,cylinder
1157,18,cylinder
1157,399,planar_left
1157,545,planar_left
1158,75,cylinder
1159,49,cylinder
1159,129,planar_right
1160,57,cylinder
1161,59,cylinder
1162,64,cylinder
1163,58,cylinder
1164,16,cylinder
1164,606,planar_left
1165,41,cylinder
1166,48,cylinder
1166,130,planar_right
1167,67,cylinder
1168,48,cylinder
1169,49,cylinder
1170,42,cylinder
1171,19,cylinder
1172,19,cylinder
1173,57,cylinder
1174,73,cylinder
1175,130,planar_right
1175,33,cylinder
1176,65,cylinder
1177,41,cylinder
1178,64,cylinder
1179,59,cylinder
1180,19,cylinder
1181,19,cylinder
1182,48,cylinder
1183,51,cylinder
1184,27,cylinder
1185,56,cylinder
1186,56,cylinder
1187,593,planar_left
1187,43,cylinder
1188,49,cylinder
1188,128,planar_right
1189,593,planar_left
1189,67,cylinder
1190,16,cylinder
1191,75,cylinder
1191,105,planar_right
1191,341,planar_right
1192,24,cylinder
1193,51,cylinder
1194,65,cylinder
1195,65,cylinder
1196,64,cylinder
1197,24,cylinder
1198,24,cylinder
1199,75,cylinder
1199,125,planar_right
1200,74,cylinder
1200,223,planar_right
1201,51,cylinder
1202,50,cylinder
1203,66,cylinder
1204,24,cylinder
1205,579,planar_left
1205,67,cylinder
1206,56,cylinder
1207,49,cylinder
1207,368,planar_left
1208,51,cylinder
1209,67,cylinder
1210,40,cylinder
1211,40,cylinder
1212,67,cylinder
1213,357,planar_left
1213,16,cylinder
1214,18,cylinder
1214,397,planar_left
1215,59,cylinder
1216,73,cylinder
1216,270,planar_right
1217,35,cylinder
1218,17,cylinder
1218,557,planar_left
1219,359,planar_left
1219,32,cylinder
1220,101,planar_right
1220,24,cylinder
1221,598,planar_left
1221,19,cylinder
