Event ID,Crossed MODULE ID,Detector Type
194669,40,cylinder
194670,74,cylinder
194670,223,planar_right
194671,65,cylinder
194672,66,cylinder
194673,43,cylinder
194674,50,cylinder
194675,72,cylinder
194675,347,planar_right
194676,26,cylinder
194677,24,cylinder
194678,57,cylinder
194679,27,cylinder
194680,34,cylinder
194681,26,cylinder
194682,356,planar_left
194682,24,cylinder
194683,16,cylinder
194684,34,cylinder
194685,49,cylinder
194686,40,cylinder
194687,66,cylinder
194688,51,cylinder
194689,576,planar_left
194689,34,cylinder
194690,49,cylinder
194691,18,cylinder
194692,67,cylinder
194693,16,cylinder
194693,602,planar_left
194694,67,cylinder
194695,33,cylinder
194696,25,cylinder
194697,338,planar_right
194697,19,cylinder
194697,380,planar_left
194698,67,cylinder
194699,19,cylinder
194700,49,cylinder
194701,35,cylinder
194702,34,cylinder
194703,41,cylinder
194704,19,cylinder
194704,382,planar_left
194705,58,cylinder
194706,32,cylinder
194707,34,cylinder
194708,42,cylinder
194709,341,planar_right
194709,35,cylinder
194710,433,planar_left
194710,25,cylinder
194711,26,cylinder
194712,34,cylinder
194713,24,cylinder
194714,56,cylinder
194715,67,cylinder
194716,35,cylinder
194717,48,cylinder
194718,67,cylinder
194719,32,cylinder
194720,49,cylinder
194721,56,cylinder
194722,99,planar_right
194722,72,cylinder
194722,348,planar_right
194723,33,cylinder
194724,336,planar_right
194724,58,cylinder
194725,75,cylinder
194725,107,planar_right
194726,65,cylinder
194727,66,cylinder
194728,18,cylinder
194729,19,cylinder
194729,379,planar_left
194730,17,cylinder
194731,58,cylinder
194732,25,cylinder
194733,42,cylinder
194734,72,cylinder
194734,350,planar_right
194735,40,cylinder
194736,72,cylinder
194736,348,planar_right
194737,75,cylinder
194738,75,cylinder
194738,341,planar_right
194739,57,cylinder
194740,18,cylinder
194740,447,planar_left
194741,24,cylinder
194742,43,cylinder
194743,33,cylinder
194744,17,cylinder
194745,24,cylinder
194745,353,planar_left
194746,34,cylinder
